Year,Country / territory of asylum/residence,Origin,Population type,Value
2017,United States of America,Syrian Arab Rep.,Asylum-seekers,3358
2017,United States of America,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7282
2017,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,Refugees (incl. refugee-like situations),3
2017,Yemen,Syrian Arab Rep.,Asylum-seekers,496
2017,Yemen,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3286
2017,South Africa,Syrian Arab Rep.,Refugees (incl. refugee-like situations),45
2017,Zambia,Syrian Arab Rep.,Asylum-seekers,1
2017,Zimbabwe,Syrian Arab Rep.,Others of concern,2
2018,Albania,Syrian Arab Rep.,Asylum-seekers,44
2018,Albania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
2018,United Arab Emirates,Syrian Arab Rep.,Asylum-seekers,5820
2018,United Arab Emirates,Syrian Arab Rep.,Others of concern,10
2018,United Arab Emirates,Syrian Arab Rep.,Refugees (incl. refugee-like situations),287
2018,Argentina,Syrian Arab Rep.,Asylum-seekers,95
2018,Argentina,Syrian Arab Rep.,Others of concern,410
2018,Argentina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),385
2018,Armenia,Syrian Arab Rep.,Asylum-seekers,8
2018,Armenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14701
2018,Antigua and Barbuda,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Australia,Syrian Arab Rep.,Asylum-seekers,102
2018,Australia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),582
2018,Austria,Syrian Arab Rep.,Asylum-seekers,1538
2018,Austria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),49179
2018,Azerbaijan,Syrian Arab Rep.,Asylum-seekers,*
2018,Azerbaijan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2018,Belgium,Syrian Arab Rep.,Asylum-seekers,2005
2018,Belgium,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9080
2018,Benin,Syrian Arab Rep.,Refugees (incl. refugee-like situations),12
2018,Burkina Faso,Syrian Arab Rep.,Asylum-seekers,*
2018,Burkina Faso,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Bangladesh,Syrian Arab Rep.,Asylum-seekers,*
2018,Bulgaria,Syrian Arab Rep.,Asylum-seekers,215
2018,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),17161
2018,Bosnia and Herzegovina,Syrian Arab Rep.,Asylum-seekers,67
2018,Bosnia and Herzegovina,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2018,Belarus,Syrian Arab Rep.,Asylum-seekers,5
2018,Belarus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),66
2018,Bolivia (Plurinational State of),Syrian Arab Rep.,Asylum-seekers,8
2018,Bolivia (Plurinational State of),Syrian Arab Rep.,Refugees (incl. refugee-like situations),21
2018,Brazil,Syrian Arab Rep.,Asylum-seekers,4270
2018,Brazil,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3455
2018,Canada,Syrian Arab Rep.,Asylum-seekers,803
2018,Canada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3558
2018,Switzerland,Syrian Arab Rep.,Asylum-seekers,1789
2018,Switzerland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),16565
2018,Chile,Syrian Arab Rep.,Asylum-seekers,36
2018,Chile,Syrian Arab Rep.,Refugees (incl. refugee-like situations),107
2018,China,Syrian Arab Rep.,Asylum-seekers,19
2018,China,Syrian Arab Rep.,Refugees (incl. refugee-like situations),53
2018,Côte d'Ivoire,Syrian Arab Rep.,Asylum-seekers,8
2018,Côte d'Ivoire,Syrian Arab Rep.,Refugees (incl. refugee-like situations),92
2018,Cameroon,Syrian Arab Rep.,Asylum-seekers,6
2018,Cameroon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),22
2018,Dem. Rep. of the Congo,Syrian Arab Rep.,Asylum-seekers,20
2018,Dem. Rep. of the Congo,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Congo,Syrian Arab Rep.,Asylum-seekers,19
2018,Congo,Syrian Arab Rep.,Others of concern,*
2018,Congo,Syrian Arab Rep.,Refugees (incl. refugee-like situations),12
2018,Colombia,Syrian Arab Rep.,Asylum-seekers,8
2018,Colombia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
2018,Costa Rica,Syrian Arab Rep.,Asylum-seekers,12
2018,Costa Rica,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2018,Cuba,Syrian Arab Rep.,Asylum-seekers,*
2018,Cuba,Syrian Arab Rep.,Refugees (incl. refugee-like situations),44
2018,Curaçao,Syrian Arab Rep.,Asylum-seekers,*
2018,Curaçao,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Cayman Islands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Cyprus,Syrian Arab Rep.,Asylum-seekers,2554
2018,Cyprus,Syrian Arab Rep.,Others of concern,6000
2018,Cyprus,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6259
2018,Czech Rep.,Syrian Arab Rep.,Asylum-seekers,8
2018,Czech Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),448
2018,Germany,Syrian Arab Rep.,Asylum-seekers,52396
2018,Germany,Syrian Arab Rep.,Refugees (incl. refugee-like situations),532065
2018,Djibouti,Syrian Arab Rep.,Asylum-seekers,*
2018,Djibouti,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10
2018,Denmark,Syrian Arab Rep.,Asylum-seekers,292
2018,Denmark,Syrian Arab Rep.,Refugees (incl. refugee-like situations),19698
2018,Dominican Rep.,Syrian Arab Rep.,Asylum-seekers,*
2018,Dominican Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Algeria,Syrian Arab Rep.,Asylum-seekers,7485
2018,Algeria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2018,Ecuador,Syrian Arab Rep.,Asylum-seekers,90
2018,Ecuador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),102
2018,Egypt,Syrian Arab Rep.,Refugees (incl. refugee-like situations),132871
2018,Spain,Syrian Arab Rep.,Asylum-seekers,2320
2018,Spain,Syrian Arab Rep.,Refugees (incl. refugee-like situations),13765
2018,Estonia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),146
2018,Ethiopia,Syrian Arab Rep.,Asylum-seekers,70
2018,Ethiopia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2018,Finland,Syrian Arab Rep.,Asylum-seekers,73
2018,Finland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2497
2018,France,Syrian Arab Rep.,Asylum-seekers,3352
2018,France,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15822
2018,Gabon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,United Kingdom,Syrian Arab Rep.,Asylum-seekers,685
2018,United Kingdom,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9720
2018,Georgia,Syrian Arab Rep.,Asylum-seekers,24
2018,Georgia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),428
2018,Ghana,Syrian Arab Rep.,Asylum-seekers,85
2018,Ghana,Syrian Arab Rep.,Refugees (incl. refugee-like situations),157
2018,Guinea,Syrian Arab Rep.,Asylum-seekers,*
2018,Guinea,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Greece,Syrian Arab Rep.,Asylum-seekers,14104
2018,Greece,Syrian Arab Rep.,Refugees (incl. refugee-like situations),23931
2018,Grenada,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Croatia,Syrian Arab Rep.,Asylum-seekers,29
2018,Croatia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),398
2018,Haiti,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Hungary,Syrian Arab Rep.,Asylum-seekers,5
2018,Hungary,Syrian Arab Rep.,Refugees (incl. refugee-like situations),971
2018,Indonesia,Syrian Arab Rep.,Asylum-seekers,18
2018,Indonesia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),29
2018,India,Syrian Arab Rep.,Asylum-seekers,17
2018,India,Syrian Arab Rep.,Refugees (incl. refugee-like situations),83
2018,Ireland,Syrian Arab Rep.,Asylum-seekers,67
2018,Ireland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2126
2018,Iraq,Syrian Arab Rep.,Refugees (incl. refugee-like situations),252526
2018,Iceland,Syrian Arab Rep.,Asylum-seekers,30
2018,Iceland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),87
2018,Israel,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Italy,Syrian Arab Rep.,Asylum-seekers,1197
2018,Italy,Syrian Arab Rep.,Refugees (incl. refugee-like situations),4652
2018,Jamaica,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Jordan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),676283
2018,Japan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),69
2018,Kazakhstan,Syrian Arab Rep.,Asylum-seekers,14
2018,Kazakhstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15
2018,Kenya,Syrian Arab Rep.,Asylum-seekers,11
2018,Kenya,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Kyrgyzstan,Syrian Arab Rep.,Asylum-seekers,14
2018,Kyrgyzstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),77
2018,Rep. of Korea,Syrian Arab Rep.,Asylum-seekers,59
2018,Rep. of Korea,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1177
2018,Kuwait,Syrian Arab Rep.,Asylum-seekers,50
2018,Kuwait,Syrian Arab Rep.,Refugees (incl. refugee-like situations),73
2018,Lebanon,Syrian Arab Rep.,Asylum-seekers,5
2018,Lebanon,Syrian Arab Rep.,Others of concern,2033
2018,Lebanon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),944181
2018,Liberia,Syrian Arab Rep.,Asylum-seekers,*
2018,Liberia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),10
2018,Libya,Syrian Arab Rep.,Asylum-seekers,23173
2018,Libya,Syrian Arab Rep.,Refugees (incl. refugee-like situations),552
2018,Saint Lucia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Liechtenstein,Syrian Arab Rep.,Refugees (incl. refugee-like situations),32
2018,Sri Lanka,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2018,Lithuania,Syrian Arab Rep.,Asylum-seekers,10
2018,Lithuania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),435
2018,Luxembourg,Syrian Arab Rep.,Asylum-seekers,160
2018,Luxembourg,Syrian Arab Rep.,Refugees (incl. refugee-like situations),686
2018,Latvia,Syrian Arab Rep.,Asylum-seekers,*
2018,Latvia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),384
2018,"China, Macao SAR",Syrian Arab Rep.,Asylum-seekers,*
2018,Morocco,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3506
2018,Rep. of Moldova,Syrian Arab Rep.,Asylum-seekers,*
2018,Rep. of Moldova,Syrian Arab Rep.,Refugees (incl. refugee-like situations),213
2018,Madagascar,Syrian Arab Rep.,Asylum-seekers,*
2018,Mexico,Syrian Arab Rep.,Asylum-seekers,*
2018,Mexico,Syrian Arab Rep.,Refugees (incl. refugee-like situations),28
2018,The former Yugoslav Republic of Macedonia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),17
2018,Mali,Syrian Arab Rep.,Asylum-seekers,330
2018,Mali,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9
2018,Malta,Syrian Arab Rep.,Asylum-seekers,370
2018,Malta,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1497
2018,Montenegro,Syrian Arab Rep.,Asylum-seekers,47
2018,Montenegro,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Mauritania,Syrian Arab Rep.,Asylum-seekers,47
2018,Mauritania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),332
2018,Mauritius,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Malaysia,Syrian Arab Rep.,Asylum-seekers,2407
2018,Malaysia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),421
2018,Niger,Syrian Arab Rep.,Asylum-seekers,*
2018,Niger,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11
2018,Nigeria,Syrian Arab Rep.,Asylum-seekers,75
2018,Nigeria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),224
2018,Netherlands,Syrian Arab Rep.,Asylum-seekers,1687
2018,Netherlands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),32092
2018,Norway,Syrian Arab Rep.,Asylum-seekers,235
2018,Norway,Syrian Arab Rep.,Refugees (incl. refugee-like situations),13914
2018,Nauru,Syrian Arab Rep.,Asylum-seekers,*
2018,New Zealand,Syrian Arab Rep.,Asylum-seekers,*
2018,New Zealand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),68
2018,Oman,Syrian Arab Rep.,Asylum-seekers,*
2018,Oman,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2018,Pakistan,Syrian Arab Rep.,Asylum-seekers,6
2018,Pakistan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),29
2018,Panama,Syrian Arab Rep.,Asylum-seekers,12
2018,Panama,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Peru,Syrian Arab Rep.,Asylum-seekers,7
2018,Peru,Syrian Arab Rep.,Refugees (incl. refugee-like situations),44
2018,Philippines,Syrian Arab Rep.,Asylum-seekers,33
2018,Philippines,Syrian Arab Rep.,Refugees (incl. refugee-like situations),105
2018,Papua New Guinea,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Poland,Syrian Arab Rep.,Asylum-seekers,20
2018,Poland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),531
2018,Portugal,Syrian Arab Rep.,Refugees (incl. refugee-like situations),602
2018,Paraguay,Syrian Arab Rep.,Asylum-seekers,21
2018,Paraguay,Syrian Arab Rep.,Refugees (incl. refugee-like situations),63
2018,Qatar,Syrian Arab Rep.,Asylum-seekers,*
2018,Qatar,Syrian Arab Rep.,Refugees (incl. refugee-like situations),34
2018,Romania,Syrian Arab Rep.,Asylum-seekers,150
2018,Romania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2292
2018,Russian Federation,Syrian Arab Rep.,Asylum-seekers,174
2018,Russian Federation,Syrian Arab Rep.,Refugees (incl. refugee-like situations),828
2018,Saudi Arabia,Syrian Arab Rep.,Asylum-seekers,2063
2018,Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),103
2018,Sudan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),93502
2018,Senegal,Syrian Arab Rep.,Asylum-seekers,14
2018,El Salvador,Syrian Arab Rep.,Asylum-seekers,*
2018,El Salvador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
2018,Somalia,Syrian Arab Rep.,Asylum-seekers,14
2018,Somalia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),206
2018,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,Refugees (incl. refugee-like situations),74
2018,South Sudan,Syrian Arab Rep.,Asylum-seekers,*
2018,South Sudan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Slovakia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2018,Slovenia,Syrian Arab Rep.,Asylum-seekers,23
2018,Slovenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),290
2018,Sweden,Syrian Arab Rep.,Asylum-seekers,2353
2018,Sweden,Syrian Arab Rep.,Refugees (incl. refugee-like situations),109343
2018,Sint Maarten (Dutch part),Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Syrian Arab Rep.,Syrian Arab Rep.,Internally displaced persons,6183920
2018,Chad,Syrian Arab Rep.,Asylum-seekers,14
2018,Chad,Syrian Arab Rep.,Refugees (incl. refugee-like situations),57
2018,Togo,Syrian Arab Rep.,Asylum-seekers,9
2018,Thailand,Syrian Arab Rep.,Asylum-seekers,7
2018,Thailand,Syrian Arab Rep.,Refugees (incl. refugee-like situations),276
2018,Trinidad and Tobago,Syrian Arab Rep.,Asylum-seekers,37
2018,Trinidad and Tobago,Syrian Arab Rep.,Refugees (incl. refugee-like situations),57
2018,Tunisia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),927
2018,Turkey,Syrian Arab Rep.,Asylum-seekers,112
2018,Turkey,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3622366
2018,Uganda,Syrian Arab Rep.,Asylum-seekers,5
2018,Uganda,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Ukraine,Syrian Arab Rep.,Asylum-seekers,489
2018,Ukraine,Syrian Arab Rep.,Refugees (incl. refugee-like situations),457
2018,Uruguay,Syrian Arab Rep.,Refugees (incl. refugee-like situations),61
2018,United States of America,Syrian Arab Rep.,Asylum-seekers,3057
2018,United States of America,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7998
2018,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2018,Yemen,Syrian Arab Rep.,Asylum-seekers,406
2018,Yemen,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3446
2018,South Africa,Syrian Arab Rep.,Asylum-seekers,7
2018,South Africa,Syrian Arab Rep.,Refugees (incl. refugee-like situations),45
2018,Zambia,Syrian Arab Rep.,Asylum-seekers,9
2018,Zambia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8
